date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:33:28	8139/8139	---M--	200	added ('OK')	application/javascript	date:Tue,%2010%20Nov%202015%2013:48:44%20GMT	http://127.0.0.1:8000/static/js/jquery.cookiebar.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/jquery.cookiebar.js	(from http://127.0.0.1:8000/index_with_cookie_bar/)
09:33:29	8693/8693	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Oct%202020%2006:59:42%20GMT	http://127.0.0.1:8000/static/css/pop_up.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/pop_up.css	(from http://127.0.0.1:8000/index_with_popup/)
09:33:30	5246/5246	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/index_with_popup/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/index_with_popup/detail_page.4f.delayed	(from http://127.0.0.1:8000/index_with_popup/)
09:33:31	56423/56423	---M--	200	added ('OK')	application/javascript	date:Thu,%2018%20Sep%202014%2022:49:28%20GMT	http://127.0.0.1:8000/static/layerslider/js/layerslider.kreaturamedia.jquery.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/layerslider/js/layerslider.kreaturamedia.jquery.js	(from http://127.0.0.1:8000/index_with_slider/)
09:33:31	5240/5240	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/index_with_popup/list_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/index_with_popup/list_page.50.delayed	(from http://127.0.0.1:8000/index_with_popup/)
09:33:32	5264/5264	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/index_with_popup/submit_restaurant.html	quidely_landing/quidely_landing/127.0.0.1_8000/index_with_popup/submit_restaurant.51.delayed	(from http://127.0.0.1:8000/index_with_popup/)
09:33:33	5252/5252	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/index_with_popup/submit_driver.html	quidely_landing/quidely_landing/127.0.0.1_8000/index_with_popup/submit_driver.52.delayed	(from http://127.0.0.1:8000/index_with_popup/)
09:33:35	5255/5255	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/index_with_popup/all_tours_list.html	quidely_landing/quidely_landing/127.0.0.1_8000/index_with_popup/all_tours_list.54.delayed	(from http://127.0.0.1:8000/index_with_popup/)
09:33:36	1496/1496	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Nov%202015%2011:29:38%20GMT	http://127.0.0.1:8000/static/css/skins/square/grey.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/skins/square/grey.css	(from http://127.0.0.1:8000/row_list/)
09:33:37	3355/3355	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Dec%202014%2010:11:14%20GMT	http://127.0.0.1:8000/static/css/ion.rangeSlider.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/ion.rangeSlider.css	(from http://127.0.0.1:8000/row_list/)
09:33:38	12666/12666	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20Nov%202015%2014:33:30%20GMT	http://127.0.0.1:8000/static/js/pop_up.min.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/pop_up.min.js	(from http://127.0.0.1:8000/index_with_popup/)
09:33:38	2206/2206	---M--	200	added ('OK')	text/css	date:Sat,%2027%20Dec%202014%2010:26:00%20GMT	http://127.0.0.1:8000/static/css/ion.rangeSlider.skinFlat.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/ion.rangeSlider.skinFlat.css	(from http://127.0.0.1:8000/row_list/)
09:33:40	5216/5216	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/row_list/grid_list.html	quidely_landing/quidely_landing/127.0.0.1_8000/row_list/grid_list.59.delayed	(from http://127.0.0.1:8000/row_list/)
09:33:42	5222/5222	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/row_list/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/row_list/detail_page.5a.delayed	(from http://127.0.0.1:8000/row_list/)
09:33:45	3988/3988	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20Feb%202015%2011:49:28%20GMT	http://127.0.0.1:8000/static/js/cat_nav_mobile.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/cat_nav_mobile.js	(from http://127.0.0.1:8000/row_list/)
09:33:46	34431/34431	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Dec%202015%2009:58:14%20GMT	http://127.0.0.1:8000/static/img/sub_header_short.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/sub_header_short.jpg	(from http://127.0.0.1:8000/row_list/)
09:33:48	8464/8464	---M--	200	added ('OK')	application/javascript	date:Tue,%2022%20Nov%202016%2010:32:42%20GMT	http://127.0.0.1:8000/static/js/map.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/map.js	(from http://127.0.0.1:8000/row_list/)
09:33:52	22948/22948	---M--	200	added ('OK')	application/javascript	date:Fri,%2027%20Feb%202015%2018:00:34%20GMT	http://127.0.0.1:8000/static/js/infobox.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/infobox.js	(from http://127.0.0.1:8000/row_list/)
09:33:54	5219/5219	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/grid_list/list_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/grid_list/list_page.5f.delayed	(from http://127.0.0.1:8000/grid_list/)
09:33:56	5225/5225	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/grid_list/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/grid_list/detail_page.60.delayed	(from http://127.0.0.1:8000/grid_list/)
09:33:58	5225/5225	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/map_listing/grid_list.html	quidely_landing/quidely_landing/127.0.0.1_8000/map_listing/grid_list.61.delayed	(from http://127.0.0.1:8000/map_listing/)
09:34:00	5225/5225	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/map_listing/list_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/map_listing/list_page.62.delayed	(from http://127.0.0.1:8000/map_listing/)
09:34:02	5231/5231	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/map_listing/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/map_listing/detail_page.63.delayed	(from http://127.0.0.1:8000/map_listing/)
09:34:04	532632/532632	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Dec%202013%2010:48:08%20GMT	http://127.0.0.1:8000/static/css/fontello/font/fontello.eot?32974303	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/fontello/font/fontello4508.eot	(from http://127.0.0.1:8000/static/css/fontello/css/fontello.min.css)
09:34:06	5985/5985	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Oct%202020%2021:58:29%20GMT	http://127.0.0.1:8000/static/js/map_listing.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/map_listing.js	(from http://127.0.0.1:8000/map_listing/)
09:34:08	79971/79971	---M--	200	added ('OK')	application/javascript	date:Tue,%2013%20Oct%202015%2006:04:02%20GMT	http://127.0.0.1:8000/static/js/ion.rangeSlider.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/ion.rangeSlider.js	(from http://127.0.0.1:8000/row_list/)
09:34:08	5249/5249	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/restaurant_menu/detail_page_2.html	quidely_landing/quidely_landing/127.0.0.1_8000/restaurant_menu/detail_page_2.66.delayed	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:10	532464/532464	---M--	200	added ('OK')	application/font-sfnt	date:Sun,%2029%20Dec%202013%2010:48:08%20GMT	http://127.0.0.1:8000/static/css/fontello/font/fontello.ttf?32974303	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/fontello/font/fontello4508.ttf	(from http://127.0.0.1:8000/static/css/fontello/css/fontello.min.css)
09:34:10	5237/5237	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/restaurant_menu/list_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/restaurant_menu/list_page.67.delayed	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:12	34387/34387	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Dec%202015%2009:56:44%20GMT	http://127.0.0.1:8000/static/img/sub_header_2.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/sub_header_2.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:12	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:36:46%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-1.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-1.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:12	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:36:57%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-2.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-2.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:13	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:06%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-3.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-3.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:14	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:14%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-4.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-4.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:15	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:22%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-5.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-5.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:16	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:30%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-6.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-6.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:17	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:38%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-7.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-7.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:18	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:50%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-8.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-8.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:19	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:37:59%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-9.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-9.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:20	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:38:08%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-10.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-10.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:21	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:38:16%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-11.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-11.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:22	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:38:25%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-12.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-12.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:23	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:38:34%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-13.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-13.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:24	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:38:42%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-14.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-14.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:25	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:03%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-15.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-15.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:26	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:38:52%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-16.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-16.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:27	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:11%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-17.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-17.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:28	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:19%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-18.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-18.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:29	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:28%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-19.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-19.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:30	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:37%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-20.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-20.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:31	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:47%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-21.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-21.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:32	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:39:56%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-22.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-22.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:33	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:40:08%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-23.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-23.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:34	1734/1734	---M--	200	added ('OK')	image/jpeg	date:Tue,%2006%20Dec%202016%2010:40:18%20GMT	http://127.0.0.1:8000/static/img/menu-thumb-24.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/menu-thumb-24.jpg	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:35	5222/5222	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/restaurant_menu/cart.html	quidely_landing/quidely_landing/127.0.0.1_8000/restaurant_menu/cart.80.delayed	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:36	2284/2284	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Aug%202018%2003:31:56%20GMT	http://127.0.0.1:8000/static/js/ResizeSensor.min.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/ResizeSensor.min.js	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:37	5429/5429	---M--	200	added ('OK')	application/javascript	date:Tue,%2014%20Aug%202018%2003:31:56%20GMT	http://127.0.0.1:8000/static/js/theia-sticky-sidebar.min.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/theia-sticky-sidebar.min.js	(from http://127.0.0.1:8000/restaurant_menu/)
09:34:40	34431/34431	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Dec%202015%2009:57:12%20GMT	http://127.0.0.1:8000/static/img/sub_header_cart.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/sub_header_cart.jpg	(from http://127.0.0.1:8000/submit_restaurant/)
09:34:40	5195/5195	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart/cart_2.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart/cart_2.84.delayed	(from http://127.0.0.1:8000/cart/)
09:34:40	5195/5195	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart/cart_3.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart/cart_3.85.delayed	(from http://127.0.0.1:8000/cart/)
09:34:41	5210/5210	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart/detail_page.86.delayed	(from http://127.0.0.1:8000/cart/)
09:34:42	5195/5195	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_2/cart.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_2/cart.87.delayed	(from http://127.0.0.1:8000/cart_2/)
09:34:43	5201/5201	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_2/cart_3.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_2/cart_3.88.delayed	(from http://127.0.0.1:8000/cart_2/)
09:34:44	1769/1769	---M--	200	added ('OK')	image/gif	date:Mon,%2005%20Oct%202015%2008:20:20%20GMT	http://127.0.0.1:8000/static/img/icon_ccv.gif	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/icon_ccv.gif	(from http://127.0.0.1:8000/cart_2/)
09:34:45	5195/5195	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_3/cart.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_3/cart.8a.delayed	(from http://127.0.0.1:8000/cart_3/)
09:34:46	5201/5201	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_3/cart_2.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_3/cart_2.8b.delayed	(from http://127.0.0.1:8000/cart_3/)
09:34:47	5216/5216	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_3/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_3/detail_page.8c.delayed	(from http://127.0.0.1:8000/cart_3/)
09:34:48	36600/36600	---M--	200	added ('OK')	text/css	date:Fri,%2016%20Oct%202020%2020:19:51%20GMT	http://127.0.0.1:8000/static/css/date_time_picker.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/date_time_picker.css	(from http://127.0.0.1:8000/cart_dt/)
09:34:50	5204/5204	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_dt/cart_2.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_dt/cart_2.8e.delayed	(from http://127.0.0.1:8000/cart_dt/)
09:34:50	5204/5204	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_dt/cart_3.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_dt/cart_3.8f.delayed	(from http://127.0.0.1:8000/cart_dt/)
09:34:51	5219/5219	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/cart_dt/detail_page.html	quidely_landing/quidely_landing/127.0.0.1_8000/cart_dt/detail_page.90.delayed	(from http://127.0.0.1:8000/cart_dt/)
09:34:58	5313/5313	---M--	200	added ('OK')	text/css	date:Fri,%2016%20Oct%202020%2018:49:09%20GMT	http://127.0.0.1:8000/static/css/admin.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/admin.css	(from http://127.0.0.1:8000/admin-section/)
09:35:00	65014/65014	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Mar%202016%2016:37:06%20GMT	http://127.0.0.1:8000/static/js/bootstrap-datepicker.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/bootstrap-datepicker.js	(from http://127.0.0.1:8000/cart_dt/)
09:35:00	2226/2226	---M--	200	added ('OK')	text/css	date:Wed,%2001%20Jul%202015%2021:55:42%20GMT	http://127.0.0.1:8000/static/css/bootstrap3-wysihtml5.min.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/bootstrap3-wysihtml5.min.css	(from http://127.0.0.1:8000/admin-section/)
09:35:02	14753/14753	---M--	200	added ('OK')	text/css	date:Fri,%2016%20Oct%202020%2019:06:33%20GMT	http://127.0.0.1:8000/static/css/dropzone.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/dropzone.css	(from http://127.0.0.1:8000/admin-section/)
09:35:02	39596/39596	---M--	200	added ('OK')	application/javascript	date:Sun,%2001%20Mar%202015%2010:23:24%20GMT	http://127.0.0.1:8000/static/js/bootstrap-timepicker.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/bootstrap-timepicker.js	(from http://127.0.0.1:8000/cart_dt/)
09:35:04	1702/1702	---M--	200	added ('OK')	application/javascript	date:Wed,%2026%20Aug%202015%2011:33:18%20GMT	http://127.0.0.1:8000/static/js/tabs.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/tabs.js	(from http://127.0.0.1:8000/admin-section/)
09:35:04	40629/40629	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Dec%202015%2015:33:10%20GMT	http://127.0.0.1:8000/static/img/devices.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/devices.jpg	(from http://127.0.0.1:8000/about/)
09:35:06	5258/5258	---M--	404	error ('Not%20Found')	text/html		http://127.0.0.1:8000/submit_driver/img/sub_header_cart.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/submit_driver/img/sub_header_cart.9a.delayed	(from http://127.0.0.1:8000/submit_driver/)
09:35:08	12623/12623	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Oct%202020%2004:56:46%20GMT	http://127.0.0.1:8000/static/css/slider-pro.min.css	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/slider-pro.min.css	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:10	30557/30557	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20Feb%202015%2008:45:11%20GMT	http://127.0.0.1:8000/static/js/dropzone.min.js	quidely_landing/quidely_landing/127.0.0.1_8000/static/js/dropzone.min.js	(from http://127.0.0.1:8000/admin-section/)
09:35:10	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2007%20Dec%202015%2010:09:14%20GMT	http://127.0.0.1:8000/static/css/images/blank.gif	quidely_landing/quidely_landing/127.0.0.1_8000/static/css/images/blank.gif	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:13	16272/16272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:34:42%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/1_medium.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/1_medium.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:13	5471/5471	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:36:34%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/1_small.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/1_small.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:18	5471/5471	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:36:44%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/2_small.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/2_small.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:19	16272/16272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:34:50%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/2_medium.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/2_medium.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:22	49101/49101	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:32:48%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/1_large.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/1_large.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:23	16272/16272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:35:00%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/3_medium.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/3_medium.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:24	5471/5471	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:36:50%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/3_small.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/3_small.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:28	16272/16272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:35:10%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/4_medium.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/4_medium.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:28	49101/49101	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:32:56%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/2_large.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/2_large.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:30	5471/5471	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:37:00%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/4_small.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/4_small.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:34	49101/49101	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:33:04%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/3_large.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/3_large.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
09:35:34	16272/16272	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Mar%202015%2008:35:18%20GMT	http://127.0.0.1:8000/static/img/slider_single_restaurant/5_medium.jpg	quidely_landing/quidely_landing/127.0.0.1_8000/static/img/slider_single_restaurant/5_medium.jpg	(from http://127.0.0.1:8000/restaurant_infos/)
